id,area,dpto,sexo,parent,edad,edu,ingreso,horas_semana,cotiza,lugar,meses,rama_4,rama_2,posic,fondo,cambiar,estable,t_actual,t_viaje,mas_h,medio,sintrab,n_comp,arl,caja,factor_exp,actividad,cotiza_fondo
7644566-1-3,Pereira,Risaralda,F,Hijo,26,Secundaria,1160000,48,1,Local fijo u oficina,12,4773,47,Obrero,1,No,Si,24,20,No,Moto,Cesantias,31 - 50,Si,Si,229.75118971,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Fondo privado
7629043-1-4,Bucaramanga,Santander,M,Hijo,21,Secundaria,1160000,48,1,Local fijo u oficina,12,4791,47,Obrero,2,No,Si,4,30,No,Moto,Ahorro,201 o mas,Si,Si,1342.0598441,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Colpensiones
7654189-1-2,Pasto,Narino,M,Hijo,26,Universitaria,1500000,36,1,Otra vivienda,12,4321,43,Autonomo,1,Si,No,12,20,Si,Moto,Ahorro,11 - 19,Si,No,145.1162721,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,Fondo privado
7652372-1-2,Cartagena,Bolivar,M,Pareja,56,Universitaria,NA,40,1,Local fijo u oficina,12,8412,84,Autonomo,1,No,Si,36,60,No,SITP,Ahorro,201 o mas,Si,No,539.84854991,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Fondo privado
7631701-1-1,Villavicencio,Meta,M,Jefe,56,Secundaria,2000000,50,2,Otra vivienda,12,2511,25,Autonomo,NA,No,No,36,30,No,Moto,Dinero prestado,Solo,No,No,315.26153535,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",No cotiza
7632021-1-1,Cucuta,Nte Santander,M,Jefe,59,Técnico o tecnológico,2500000,47,2,Local fijo u oficina,12,4520,45,Autonomo,NA,No,No,36,10,No,A pie,Ayuda familiar,Solo,No,No,295.26386237,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",No cotiza
7651710-1-3,Medellin,Antioquia,F,Otro pariente,20,Técnico o tecnológico,1160000,48,1,Local fijo u oficina,8,4761,47,Obrero,1,Si,Si,8,15,No,A pie,Ayuda familiar,4 - 5,Si,Si,1025.9133482,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Fondo privado
7639682-1-2,Cali,Valle,F,Hijo,31,Universitaria,700000,24,2,Local fijo u oficina,12,4773,47,Obrero,NA,No,Si,36,10,No,A pie,No lo ha considerado,2 - 3,No,No,836.99115007,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",No cotiza
7639236-1-2,Pereira,Risaralda,F,Pareja,24,Técnico o tecnológico,1450000,45,1,Local fijo u oficina,12,8220,82,Obrero,1,Si,No,72,30,No,Bus urbano,Cesantias,101 - 200,Si,No,185.50490567,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,Fondo privado
7634244-1-1,Pereira,Risaralda,M,Jefe,29,Técnico o tecnológico,1500000,48,1,Obra en construccion,8,4111,41,Obrero,1,No,Si,8,20,No,Moto,Cesantias,31 - 50,Si,No,180.40642638,Construcción de edificios,Fondo privado
7644469-1-1,Pereira,Risaralda,M,Jefe,43,Universitaria,1000000,48,1,Puerta-puerta,12,8560,85,Autonomo,1,No,Si,42,10,No,Bus urbano,Ayuda familiar,Solo,Si,No,313.20560136,Educación,Fondo privado
7632983-1-1,Cali,Valle,M,Jefe,53,Secundaria,3150000,60,1,Otra vivienda,12,8010,80,Obrero,2,No,Si,120,30,No,Moto,Cesantias,6 - 10,Si,Si,1092.3334928,Actividades de seguridad e investigación privada,Colpensiones
7628987-1-3,Bucaramanga,Santander,M,Hijo,23,Técnico o tecnológico,900000,35,2,Vehículo,12,5320,53,Autonomo,NA,Si,No,24,5,No,Moto,Ayuda familiar,Solo,No,No,373.82588328,Correo y servicios de mensajería,No cotiza
7649148-1-2,Pereira,Risaralda,F,Pareja,40,Universitaria,1200000,38,2,Local fijo u oficina,12,9511,95,Autonomo,NA,No,Si,24,25,No,Bus urbano,Ayuda familiar,11 - 19,No,No,481.51113654,Reparación de calzado y artículos de cuero,No cotiza
7644595-1-2,Pereira,Risaralda,M,Hijo,26,Universitaria,NA,47,1,Local fijo u oficina,12,8544,85,Obrero,1,No,Si,24,30,No,Moto,Ayuda familiar,101 - 200,Si,Si,240.65306635,Educación,Fondo privado
7627958-1-1,Manizales,Caldas,M,Jefe,40,Universitaria,3800000,48,1,Local fijo u oficina,12,8412,84,Funcionario,1,No,Si,108,10,No,A pie,Ahorro,201 o mas,Si,No,195.37243588,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Fondo privado
7634758-1-3,Medellin,Antioquia,F,Hijo,22,Universitaria,1160000,48,2,Local fijo u oficina,12,1702,17,Obrero,NA,No,Si,36,30,No,Metro,No tendria recursos,6 - 10,No,No,1431.4769362,"Fabricación de papel, cartón y productos de papel y cartón",No cotiza
7637509-1-2,Cartagena,Bolivar,F,Pareja,26,Universitaria,1800000,48,1,Local fijo u oficina,12,7020,70,Obrero,1,No,Si,72,25,No,Auto particular,No lo ha considerado,31 - 50,Si,Si,500.83144129,Actividades de administración empresarial; actividades de consultoría de gestión,Fondo privado
7637154-1-1,Medellin,Antioquia,M,Jefe,35,Maestría,10000000,48,1,Local fijo u oficina,12,4923,49,Obrero,2,No,Si,20,45,No,Auto particular,Ahorro,201 o mas,Si,Si,1466.5095987,Transporte terrestre; transporte por tuberías,Colpensiones
7647954-1-1,Manizales,Caldas,M,Jefe,60,Primaria,800000,40,2,Local fijo u oficina,12,4520,45,Autonomo,NA,No,Si,220,3,No,A pie,Ahorro,Solo,No,No,134.70603839,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",No cotiza
7627762-1-5,Cartagena,Bolivar,M,Otro pariente,24,Técnico o tecnológico,500000,40,2,Local fijo u oficina,5,3250,32,Autonomo,NA,Si,No,5,15,No,Mototaxi,Ayuda familiar,2 - 3,No,No,352.79492044,Otras industrias manufactureras,No cotiza
7642680-1-1,Bogota,Bogota,M,Jefe,57,Universitaria,4000000,48,1,En esta vivienda,12,6920,69,Autonomo,2,No,Si,120,NA,No,No se desplaza,No lo ha considerado,Solo,No,No,3735.3691538,Actividades jurídicas y de contabilidad,Colpensiones
7630294-1-1,Bogota,Bogota,F,Jefe,44,Técnico o tecnológico,1800000,36,1,Local fijo u oficina,12,8621,86,Obrero,2,No,Si,72,5,Si,A pie,Ahorro,201 o mas,Si,Si,4901.989043,Actividades de atención de la salud humana,Colpensiones
7647852-1-1,Manizales,Caldas,F,Jefe,53,Primaria,1400000,50,2,Local fijo u oficina,12,5611,56,Empleador,NA,No,Si,2,20,No,Bus urbano,Ayuda familiar,2 - 3,No,No,303.85818505,Actividades de servicios de comidas y bebidas,No cotiza
7644834-1-1,Ibague,Tolima,F,Jefe,37,Universitaria,3500000,48,1,Local fijo u oficina,12,8622,86,Obrero,1,No,Si,84,15,No,Auto particular,No lo ha considerado,201 o mas,Si,Si,379.6519058,Actividades de atención de la salud humana,Fondo privado
7632861-1-2,Cali,Valle,M,Pareja,44,Primaria,1200000,48,2,Obra en construccion,12,4111,41,Autonomo,NA,No,No,120,45,No,Bicicleta,No lo ha considerado,6 - 10,Si,No,1644.4534336,Construcción de edificios,No cotiza
7647536-1-3,Medellin,Antioquia,F,Hijo,24,Secundaria,1300000,48,1,Local fijo u oficina,6,5619,56,Obrero,1,No,Si,6,60,No,Metro,Ayuda familiar,20 - 30,Si,Si,1540.0513029,Actividades de servicios de comidas y bebidas,Fondo privado
7631076-1-1,Monteria,Cordoba,M,Jefe,48,Secundaria,1160000,48,1,Local fijo u oficina,12,8544,85,Obrero,1,No,Si,24,25,No,Moto,No lo ha considerado,31 - 50,Si,Si,257.29198942,Educación,Fondo privado
7629934-1-1,Medellin,Antioquia,M,Jefe,28,Técnico o tecnológico,1600000,47,1,Local fijo u oficina,12,1410,14,Obrero,1,No,Si,9,60,No,Metro,No tendria recursos,201 o mas,Si,Si,1569.3427819,Confección de prendas de vestir,Fondo privado
7633690-1-1,Cartagena,Bolivar,M,Jefe,26,Secundaria,1000000,48,2,Vehículo,12,1104,11,Autonomo,NA,Si,No,36,15,No,A pie,No tendria recursos,51 - 100,No,No,422.01163475,Elaboración de bebidas,No cotiza
7639584-1-1,Ibague,Tolima,F,Jefe,61,Universitaria,3000000,40,1,Local fijo u oficina,12,8412,84,Autonomo,2,No,Si,84,30,No,Taxi,Ahorro,201 o mas,Si,No,427.23322645,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Colpensiones
7631689-1-2,Villavicencio,Meta,F,Hijo,23,Universitaria,2000000,40,1,Local fijo u oficina,6,8412,84,Autonomo,1,No,No,4,30,No,Bus urbano,Ayuda familiar,201 o mas,Si,No,275.86520437,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Fondo privado
7635717-1-1,Pasto,Narino,M,Jefe,77,Secundaria,900000,40,3,Local fijo u oficina,12,9521,95,Autonomo,NA,No,No,50,10,No,A pie,Indemnizacion,Solo,No,No,149.75919418,Reparación de calzado y artículos de cuero,Pensionado
7652274-1-2,Cartagena,Bolivar,F,Pareja,32,Secundaria,1160000,48,1,Local fijo u oficina,10,8010,80,Obrero,1,No,Si,10,35,No,SITP,Ayuda familiar,51 - 100,Si,No,402.83345117,Actividades de seguridad e investigación privada,Fondo privado
7635900-1-1,Pereira,Risaralda,M,Jefe,58,Primaria,1300000,50,2,Puerta-puerta,12,4923,49,Autonomo,NA,No,Si,192,10,No,Moto,No tendria recursos,Solo,No,No,169.33210037,Transporte terrestre; transporte por tuberías,No cotiza
7638968-1-2,Cucuta,Nte Santander,M,Pareja,55,Primaria,800000,54,2,Otra vivienda,12,1522,15,Autonomo,NA,Si,No,36,10,No,A pie,Ayuda familiar,Solo,No,No,431.74303829,"Curtido y recurtido de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y artículos similares, y fabricación de artículos de talabartería y guarnicionería; adobo y teñido de pieles",No cotiza
7644060-1-1,Pasto,Narino,F,Jefe,58,Primaria,800000,20,2,Otra vivienda,12,8121,81,Autonomo,NA,Si,Si,36,10,No,A pie,Ayuda familiar,Solo,No,No,157.55037885,"Actividades de servicios a edificios y paisajismo (jardines, zonas verdes)",No cotiza
7634939-1-1,Bogota,Bogota,M,Jefe,37,Secundaria,1000000,60,2,Local fijo u oficina,12,3110,31,Empleador,NA,No,Si,300,20,No,A pie,Ahorro,2 - 3,No,No,3074.1384151,"Fabricación de muebles, colchones y somieres",No cotiza
7635005-1-2,Cartagena,Bolivar,F,Pareja,59,Universitaria,3000000,40,1,Local fijo u oficina,12,8622,86,Autonomo,1,No,Si,276,10,No,Auto particular,Ahorro,20 - 30,Si,No,480.08124398,Actividades de atención de la salud humana,Fondo privado
7649091-1-1,Pereira,Risaralda,F,Jefe,68,Técnico o tecnológico,2000000,56,1,Local fijo u oficina,12,4754,47,Empleador,2,No,Si,148,12,No,A pie,Ahorro,2 - 3,Si,No,464.46526785,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Colpensiones
7634213-1-1,Pereira,Risaralda,M,Jefe,31,Técnico o tecnológico,1250000,47,1,Otra vivienda,12,4321,43,Obrero,2,No,Si,36,10,No,Moto,No tendria recursos,11 - 19,Si,Si,182.22871352,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,Colpensiones
7641714-1-2,Pasto,Narino,M,Pareja,34,Universitaria,3000000,48,1,Area rural,12,6412,64,Obrero,1,No,Si,18,20,No,Moto,No lo ha considerado,201 o mas,Si,No,262.43677629,"Actividades de servicios financieros, excepto las de seguros y de pensiones",Fondo privado
7639860-1-2,Cali,Valle,F,Pareja,58,Técnico o tecnológico,NA,30,2,Local fijo u oficina,12,5613,56,Trabajador familiar no remunerado,NA,No,Si,240,40,No,Auto particular,Ahorro,2 - 3,No,No,874.13554916,Actividades de servicios de comidas y bebidas,No cotiza
7649771-1-2,Cali,Valle,M,Hijo,27,Secundaria,600000,40,2,Vehículo,12,4921,49,Autonomo,NA,Si,No,44,30,No,Moto,No tendria recursos,Solo,No,No,351.25297275,Transporte terrestre; transporte por tuberías,No cotiza
7644461-1-1,Pereira,Risaralda,M,Jefe,39,Universitaria,1000000,70,2,En esta vivienda,12,4791,47,Autonomo,NA,Si,No,24,NA,No,No se desplaza,Empenar,Solo,No,No,191.39008168,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",No cotiza
7648324-1-2,Monteria,Cordoba,M,Hijo,22,Universitaria,700000,48,2,Local fijo u oficina,1,4771,47,Obrero,NA,No,No,0,15,No,Mototaxi,Ayuda familiar,2 - 3,No,No,337.85058229,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",No cotiza
7649153-1-4,Pereira,Risaralda,M,Hijo,20,Secundaria,1500000,40,2,En la calle,12,9311,93,Autonomo,NA,No,Si,60,10,No,Moto,Ayuda familiar,Solo,Si,No,204.94307388,Actividades deportivas y actividades recreativas y de esparcimiento,No cotiza
7648369-1-1,Monteria,Cordoba,M,Jefe,28,Secundaria,1160000,48,2,Local fijo u oficina,12,6820,68,Obrero,NA,No,Si,6,20,No,Mototaxi,Ayuda familiar,6 - 10,No,No,277.73359708,Actividades inmobiliarias,No cotiza
7649316-2-1,Bucaramanga,Santander,M,Jefe,24,Secundaria,1200000,50,2,Local fijo u oficina,12,4520,45,Autonomo,NA,No,Si,12,10,No,Mototaxi,Ayuda familiar,Solo,No,No,1295.4802816,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",No cotiza
7631041-1-1,Monteria,Cordoba,M,Jefe,40,Secundaria,1800000,48,1,Local fijo u oficina,12,8423,84,Funcionario,3,No,Si,240,15,No,Moto,Ahorro,201 o mas,Si,No,246.87430851,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Regimen especial
7637813-1-1,Manizales,Caldas,F,Jefe,35,Universitaria,1160000,47,1,Local fijo u oficina,12,8220,82,Obrero,1,No,Si,12,40,No,Bus urbano,Cesantias,201 o mas,Si,Si,269.92894745,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,Fondo privado
7628721-1-3,Pasto,Narino,F,Otro no-pariente,30,Universitaria,3400000,47,1,Local fijo u oficina,12,8610,86,Obrero,1,No,Si,9,40,No,Bus urbano,Otros,101 - 200,Si,Si,166.24910188,Actividades de atención de la salud humana,Fondo privado
7637280-1-1,Barranquilla,Atlantico,M,Jefe,29,Primaria,1200000,48,2,Otra vivienda,8,4111,41,Obrero,NA,No,Si,1,45,No,Bus urbano,Ayuda familiar,2 - 3,No,No,2346.0704365,Construcción de edificios,No cotiza
7632442-1-3,Bucaramanga,Santander,M,Nieto,29,Universitaria,1160000,47,1,Local fijo u oficina,12,8610,86,Obrero,2,Si,Si,36,17,No,Moto,Cesantias,201 o mas,Si,Si,973.75167629,Actividades de atención de la salud humana,Colpensiones
7649131-1-3,Pereira,Risaralda,F,Hijo,23,Primaria,750000,42,2,Local fijo u oficina,12,5611,56,Obrero,NA,Si,No,2,15,No,Bus urbano,No tendria recursos,4 - 5,No,No,216.72653439,Actividades de servicios de comidas y bebidas,No cotiza
7648814-1-1,Villavicencio,Meta,M,Jefe,48,Técnico o tecnológico,6000000,50,1,Local fijo u oficina,12,4921,49,Empleador,1,No,Si,120,20,No,A pie,Ahorro,6 - 10,Si,No,375.31556794,Transporte terrestre; transporte por tuberías,Fondo privado
7654011-1-1,Villavicencio,Meta,F,Jefe,20,Secundaria,2000000,24,2,En esta vivienda,12,9609,96,Autonomo,NA,No,Si,24,5,No,Moto,Ahorro,Solo,No,No,229.77858139,Otras actividades de servicios personales,No cotiza
7641239-1-2,Cartagena,Bolivar,M,Hermano,22,Técnico o tecnológico,1300000,48,1,Local fijo u oficina,3,5511,55,Obrero,1,No,Si,3,40,No,SITP,Ayuda familiar,51 - 100,Si,No,585.13939523,Alojamiento,Fondo privado
7647615-1-3,Medellin,Antioquia,M,Hijo,19,Universitaria,660000,40,2,Local fijo u oficina,1,4771,47,Obrero,NA,No,No,0,30,No,SITP,Ayuda familiar,51 - 100,No,No,1127.816436,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",No cotiza
7642423-1-2,Barranquilla,Atlantico,F,Hijo,30,Secundaria,1500000,48,1,Local fijo u oficina,12,4752,47,Obrero,1,No,Si,60,40,No,Bus urbano,Ayuda familiar,4 - 5,Si,Si,619.65927428,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Fondo privado
7654829-1-2,Bucaramanga,Santander,M,Hijo,31,Secundaria,1000000,40,2,Vehículo,12,4923,49,Autonomo,NA,No,Si,12,5,No,A pie,Ayuda familiar,Solo,No,No,448.69934994,Transporte terrestre; transporte por tuberías,No cotiza
7628623-1-1,Villavicencio,Meta,M,Jefe,39,Universitaria,4600000,47,1,Local fijo u oficina,12,3811,38,Obrero,1,No,Si,60,20,No,Auto particular,Ayuda familiar,201 o mas,Si,Si,333.58944762,"Recolección, tratamiento y disposición de desechos, recuperación de materiales",Fondo privado
7634242-1-1,Pereira,Risaralda,F,Jefe,26,Secundaria,2300000,45,2,Otra vivienda,12,9602,96,Autonomo,NA,No,Si,96,5,No,Moto,Ayuda familiar,Solo,No,No,171.03191897,Otras actividades de servicios personales,No cotiza
7648873-1-2,Pasto,Narino,F,Pareja,57,Especialización,2500000,40,1,Local fijo u oficina,12,8622,86,Autonomo,2,No,No,18,10,No,A pie,No tendria recursos,Solo,Si,No,110.94834182,Actividades de atención de la salud humana,Colpensiones
7635320-1-2,Monteria,Cordoba,F,Pareja,49,Especialización,3600000,30,1,Local fijo u oficina,12,8530,85,Funcionario,3,No,Si,324,20,No,Moto,Cesantias,201 o mas,Si,Si,379.04857986,Educación,Regimen especial
7648015-1-1,Manizales,Caldas,M,Jefe,46,Secundaria,1160000,47,1,Local fijo u oficina,12,1040,10,Obrero,1,No,Si,18,20,No,Bus urbano,No tendria recursos,201 o mas,Si,Si,220.53748668,Elaboración de productos alimenticios,Fondo privado
7655352-1-2,Cali,Valle,F,Hijo,32,Secundaria,1200000,48,1,Local fijo u oficina,12,6412,64,Obrero,2,No,Si,24,30,No,Moto,Ayuda familiar,201 o mas,Si,Si,1697.1865761,"Actividades de servicios financieros, excepto las de seguros y de pensiones",Colpensiones
7653988-1-2,Villavicencio,Meta,F,Pareja,55,Secundaria,NA,60,2,Local fijo u oficina,12,9523,95,Trabajador familiar no remunerado,NA,No,Si,260,30,No,Auto particular,Ahorro,2 - 3,No,No,327.01795123,Reparación de calzado y artículos de cuero,No cotiza
7641434-1-5,Monteria,Cordoba,F,Padre o madre,53,Primaria,690000,32,2,Otra vivienda,12,9700,97,Empleado domestico,NA,No,Si,48,5,No,A pie,No tendria recursos,2 - 3,No,No,332.30078557,Actividades de los hogares individuales como empleadores de personal doméstico,No cotiza
7644198-1-2,Cucuta,Nte Santander,F,Hijo,38,Técnico o tecnológico,1450000,48,1,Local fijo u oficina,12,4645,46,Obrero,1,No,Si,24,20,No,Bus urbano,No lo ha considerado,20 - 30,Si,Si,380.41481831,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Fondo privado
7654238-1-6,Pasto,Narino,F,Hijo,32,Maestría,3000000,48,1,Local fijo u oficina,12,8430,84,Obrero,1,No,Si,60,25,No,Moto,Ayuda familiar,201 o mas,Si,Si,137.79649517,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Fondo privado
7642748-1-2,Bogota,Bogota,F,Pareja,45,Técnico o tecnológico,2000000,40,1,En esta vivienda,10,8414,84,Autonomo,2,Si,Si,4,NA,Si,No se desplaza,No lo ha considerado,201 o mas,Si,No,2620.0377128,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Colpensiones
7648331-1-4,Monteria,Cordoba,F,Otro pariente,32,Universitaria,3000000,48,1,Local fijo u oficina,12,8544,85,Obrero,1,No,Si,72,25,No,Moto,Cesantias,101 - 200,No,No,186.44392054,Educación,Fondo privado
7649762-1-1,Cali,Valle,M,Jefe,34,Técnico o tecnológico,3300000,60,1,Vehículo,12,8423,84,Funcionario,3,No,Si,112,30,No,Moto,Ahorro,201 o mas,Si,Si,1175.0377824,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Regimen especial
7652120-1-3,Bogota,Bogota,M,Hijo,27,Universitaria,2700000,48,1,Area rural,12,7112,71,Obrero,2,No,Si,60,25,No,Transporte empresa,Ahorro,201 o mas,Si,Si,2947.8364092,Actividades de arquitectura e ingeniería; ensayos y análisis técnicos,Colpensiones
7642511-1-2,Barranquilla,Atlantico,M,Pareja,41,Primaria,1160000,48,1,Local fijo u oficina,12,8129,81,Obrero,1,No,Si,36,60,No,Bus urbano,Ayuda familiar,51 - 100,Si,Si,1159.0202265,"Actividades de servicios a edificios y paisajismo (jardines, zonas verdes)",Fondo privado
7627715-1-3,Cartagena,Bolivar,F,Hijo,37,Técnico o tecnológico,NA,47,1,Local fijo u oficina,12,4731,47,Obrero,1,Si,Si,36,50,No,SITP,Ayuda familiar,201 o mas,Si,Si,254.68554657,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Fondo privado
7635107-1-1,Manizales,Caldas,F,Jefe,56,Secundaria,700000,20,2,En la calle,12,9329,93,Autonomo,NA,No,Si,60,20,No,Bus urbano,Ahorro,Solo,No,No,150.34997517,Actividades deportivas y actividades recreativas y de esparcimiento,No cotiza
